id,name,base_experience,height,weight,types,abilities,moves,hp,attack,defense,special-attack,special-defense,speed,total_stats,primary_type,secondary_type,height_m,weight_kg,bmi,atk_def_ratio,sp_atk_sp_def_ratio
702,dedenne,151,2,22,"electric, fairy","cheek-pouch, pickup, plus","thunder-punch, cut, tackle, take-down, tail-whip",67.0,58.0,57.0,81.0,67.0,101.0,431.0,electric,fairy,0.2,2.2,54.99999999999999,1.0175438596491229,1.208955223880597
703,carbink,100,3,57,"rock, fairy","clear-body, sturdy","tackle, body-slam, take-down, double-edge, hyper-beam",50.0,50.0,150.0,50.0,150.0,50.0,500.0,rock,fairy,0.3,5.7,63.333333333333336,0.3333333333333333,0.3333333333333333
704,goomy,60,3,28,dragon,"sap-sipper, hydration, gooey","tackle, body-slam, take-down, water-gun, hydro-pump",45.0,50.0,35.0,55.0,75.0,40.0,300.0,dragon,,0.3,2.8,31.11111111111111,1.4285714285714286,0.7333333333333333
705,sliggoo,158,8,175,dragon,"sap-sipper, hydration, gooey","tackle, body-slam, take-down, water-gun, ice-beam",68.0,75.0,53.0,83.0,113.0,60.0,452.0,dragon,,0.8,17.5,27.343749999999996,1.4150943396226414,0.7345132743362832
706,goodra,270,20,1505,dragon,"sap-sipper, hydration, gooey","mega-punch, fire-punch, thunder-punch, mega-kick, tackle",90.0,100.0,70.0,110.0,150.0,80.0,600.0,dragon,,2.0,150.5,37.625,1.4285714285714286,0.7333333333333333
707,klefki,165,2,30,"steel, fairy","prankster, magician","cut, tackle, hyper-beam, thunder-wave, toxic",57.0,80.0,91.0,80.0,87.0,75.0,470.0,steel,fairy,0.2,3.0,74.99999999999999,0.8791208791208791,0.9195402298850575
708,phantump,62,4,70,"ghost, grass","natural-cure, frisk, harvest","cut, tackle, disable, strength, leech-seed",43.0,70.0,48.0,50.0,60.0,38.0,309.0,ghost,grass,0.4,7.0,43.74999999999999,1.4583333333333333,0.8333333333333334
709,trevenant,166,15,710,"ghost, grass","natural-cure, frisk, harvest","cut, tackle, take-down, disable, hyper-beam",85.0,110.0,76.0,65.0,82.0,56.0,474.0,ghost,grass,1.5,71.0,31.555555555555557,1.4473684210526316,0.7926829268292683
710,pumpkaboo-average,67,4,50,"ghost, grass","pickup, frisk, insomnia","disable, flamethrower, leech-seed, razor-leaf, solar-beam",49.0,66.0,70.0,44.0,55.0,51.0,335.0,ghost,grass,0.4,5.0,31.249999999999993,0.9428571428571428,0.8
711,gourgeist-average,173,9,125,"ghost, grass","pickup, frisk, insomnia","flamethrower, hyper-beam, leech-seed, razor-leaf, solar-beam",65.0,90.0,122.0,58.0,75.0,84.0,494.0,ghost,grass,0.9,12.5,15.432098765432098,0.7377049180327869,0.7733333333333333
712,bergmite,61,10,995,ice,"own-tempo, ice-body, sturdy","tackle, body-slam, take-down, double-edge, bite",55.0,69.0,85.0,32.0,35.0,28.0,304.0,ice,,1.0,99.5,99.5,0.8117647058823529,0.9142857142857143
713,avalugg,180,20,5050,ice,"own-tempo, ice-body, sturdy","tackle, body-slam, take-down, double-edge, bite",95.0,117.0,184.0,44.0,46.0,28.0,514.0,ice,,2.0,505.0,126.25,0.6358695652173914,0.9565217391304348
714,noibat,49,5,80,"flying, dragon","frisk, infiltrator, telepathy","razor-wind, cut, gust, wing-attack, whirlwind",40.0,30.0,35.0,45.0,40.0,55.0,245.0,flying,dragon,0.5,8.0,32.0,0.8571428571428571,1.125
715,noivern,187,15,850,"flying, dragon","frisk, infiltrator, telepathy","razor-wind, cut, gust, wing-attack, whirlwind",85.0,70.0,80.0,97.0,80.0,123.0,535.0,flying,dragon,1.5,85.0,37.77777777777778,0.875,1.2125
716,xerneas-active,306,30,2150,fairy,fairy-aura,"cut, tackle, body-slam, take-down, roar",126.0,131.0,95.0,131.0,98.0,99.0,680.0,fairy,,3.0,215.0,23.88888888888889,1.3789473684210527,1.336734693877551
717,yveltal,306,58,2030,"dark, flying",dark-aura,"razor-wind, cut, gust, fly, body-slam",126.0,131.0,95.0,131.0,98.0,99.0,680.0,dark,flying,5.8,203.0,6.0344827586206895,1.3789473684210527,1.336734693877551
718,zygarde-50,270,50,3050,"dragon, ground",aura-break,"bind, body-slam, bite, hyper-beam, strength",108.0,100.0,121.0,81.0,95.0,95.0,600.0,dragon,ground,5.0,305.0,12.2,0.8264462809917356,0.8526315789473684
719,diancie,270,7,88,"rock, fairy",clear-body,"tackle, body-slam, take-down, hyper-beam, rock-throw",50.0,100.0,150.0,100.0,150.0,50.0,600.0,rock,fairy,0.7,8.8,17.95918367346939,0.6666666666666666,0.6666666666666666
720,hoopa,270,5,90,"psychic, ghost",magician,"fire-punch, ice-punch, thunder-punch, take-down, psybeam",80.0,110.0,60.0,150.0,130.0,70.0,600.0,psychic,ghost,0.5,9.0,36.0,1.8333333333333333,1.1538461538461537
721,volcanion,270,17,1950,"fire, water",water-absorb,"cut, stomp, body-slam, take-down, double-edge",80.0,110.0,120.0,130.0,90.0,70.0,600.0,fire,water,1.7,195.0,67.47404844290658,0.9166666666666666,1.4444444444444444
722,rowlet,64,3,15,"grass, flying","overgrow, long-reach","swords-dance, gust, fury-attack, tackle, take-down",68.0,55.0,55.0,50.0,50.0,42.0,320.0,grass,flying,0.3,1.5,16.666666666666668,1.0,1.0
723,dartrix,147,7,160,"grass, flying","overgrow, long-reach","swords-dance, gust, fury-attack, tackle, take-down",78.0,75.0,75.0,70.0,70.0,52.0,420.0,grass,flying,0.7,16.0,32.653061224489804,1.0,1.0
724,decidueye,239,16,366,"grass, ghost","overgrow, long-reach","swords-dance, fury-attack, tackle, take-down, growl",78.0,107.0,75.0,100.0,100.0,70.0,530.0,grass,ghost,1.6,36.6,14.296874999999998,1.4266666666666667,1.0
725,litten,64,4,43,fire,"blaze, intimidate","pay-day, scratch, swords-dance, double-kick, body-slam",45.0,65.0,40.0,60.0,40.0,70.0,320.0,fire,,0.4,4.3,26.874999999999993,1.625,1.5
726,torracat,147,7,250,fire,"blaze, intimidate","pay-day, scratch, swords-dance, double-kick, body-slam",65.0,85.0,50.0,80.0,50.0,90.0,420.0,fire,,0.7,25.0,51.020408163265316,1.7,1.6
727,incineroar,239,18,830,"fire, dark","blaze, intimidate","mega-punch, pay-day, fire-punch, thunder-punch, scratch",95.0,115.0,90.0,80.0,90.0,60.0,530.0,fire,dark,1.8,83.0,25.61728395061728,1.2777777777777777,0.8888888888888888
728,popplio,64,4,75,water,"torrent, liquid-voice","pound, double-slap, growl, sing, water-gun",50.0,54.0,54.0,66.0,56.0,40.0,320.0,water,,0.4,7.5,46.87499999999999,1.0,1.1785714285714286
729,brionne,147,6,175,water,"torrent, liquid-voice","pound, double-slap, body-slam, growl, sing",60.0,69.0,69.0,91.0,81.0,50.0,420.0,water,,0.6,17.5,48.611111111111114,1.0,1.123456790123457
730,primarina,239,18,440,"water, fairy","torrent, liquid-voice","pound, double-slap, body-slam, growl, sing",80.0,74.0,74.0,126.0,116.0,60.0,530.0,water,fairy,1.8,44.0,13.580246913580247,1.0,1.0862068965517242
731,pikipek,53,3,12,"normal, flying","keen-eye, skill-link, pickup","swords-dance, fly, fury-attack, take-down, growl",35.0,75.0,30.0,30.0,30.0,65.0,265.0,normal,flying,0.3,1.2,13.333333333333334,2.5,1.0
732,trumbeak,124,6,148,"normal, flying","keen-eye, skill-link, pickup","swords-dance, fly, fury-attack, take-down, growl",55.0,85.0,50.0,40.0,50.0,75.0,355.0,normal,flying,0.6,14.8,41.111111111111114,1.7,0.8
733,toucannon,218,11,260,"normal, flying","keen-eye, skill-link, sheer-force","swords-dance, fly, fury-attack, take-down, growl",80.0,120.0,75.0,75.0,75.0,60.0,485.0,normal,flying,1.1,26.0,21.48760330578512,1.6,1.0
734,yungoos,51,4,60,normal,"stakeout, strong-jaw, adaptability","sand-attack, tackle, take-down, thrash, double-edge",48.0,70.0,30.0,30.0,30.0,45.0,253.0,normal,,0.4,6.0,37.49999999999999,2.3333333333333335,1.0
735,gumshoos,146,7,142,normal,"stakeout, strong-jaw, adaptability","fire-punch, ice-punch, thunder-punch, sand-attack, tackle",88.0,110.0,60.0,55.0,60.0,45.0,418.0,normal,,0.7,14.2,28.979591836734695,1.8333333333333333,0.9166666666666666
736,grubbin,60,4,44,bug,swarm,"vice-grip, take-down, bite, string-shot, thunderbolt",47.0,62.0,45.0,55.0,45.0,46.0,300.0,bug,,0.4,4.4,27.499999999999996,1.3777777777777778,1.2222222222222223
737,charjabug,140,5,105,"bug, electric",battery,"vice-grip, take-down, bite, string-shot, thunderbolt",57.0,82.0,95.0,55.0,75.0,36.0,400.0,bug,electric,0.5,10.5,42.0,0.8631578947368421,0.7333333333333333
738,vikavolt,225,15,450,"bug, electric",levitate,"vice-grip, guillotine, fly, take-down, bite",77.0,70.0,90.0,145.0,75.0,43.0,500.0,bug,electric,1.5,45.0,20.0,0.7777777777777778,1.9333333333333333
739,crabrawler,68,6,70,fighting,"hyper-cutter, iron-fist, anger-point","ice-punch, thunder-punch, slam, body-slam, take-down",47.0,82.0,57.0,42.0,47.0,63.0,338.0,fighting,,0.6,7.0,19.444444444444446,1.4385964912280702,0.8936170212765957
740,crabominable,167,17,1800,"fighting, ice","hyper-cutter, iron-fist, anger-point","ice-punch, thunder-punch, slam, body-slam, take-down",97.0,132.0,77.0,62.0,67.0,43.0,478.0,fighting,ice,1.7,180.0,62.28373702422146,1.7142857142857142,0.9253731343283582
741,oricorio-baile,167,6,34,"fire, flying",dancer,"pound, double-slap, swords-dance, fly, take-down",75.0,70.0,70.0,98.0,70.0,93.0,476.0,fire,flying,0.6,3.4,9.444444444444445,1.0,1.4
742,cutiefly,61,1,2,"bug, fairy","honey-gather, shield-dust, sweet-veil","absorb, stun-spore, toxic, psychic, double-team",40.0,45.0,40.0,55.0,40.0,84.0,304.0,bug,fairy,0.1,0.2,19.999999999999996,1.125,1.375
743,ribombee,162,2,5,"bug, fairy","honey-gather, shield-dust, sweet-veil","take-down, hyper-beam, absorb, solar-beam, stun-spore",60.0,55.0,60.0,95.0,70.0,124.0,464.0,bug,fairy,0.2,0.5,12.499999999999998,0.9166666666666666,1.3571428571428572
744,rockruff,56,5,92,rock,"keen-eye, vital-spirit, steadfast","swords-dance, sand-attack, tackle, body-slam, take-down",45.0,65.0,40.0,30.0,40.0,60.0,280.0,rock,,0.5,9.2,36.8,1.625,0.75
745,lycanroc-midday,170,8,250,rock,"keen-eye, sand-rush, steadfast","swords-dance, sand-attack, tackle, body-slam, take-down",75.0,115.0,65.0,55.0,65.0,112.0,487.0,rock,,0.8,25.0,39.06249999999999,1.7692307692307692,0.8461538461538461
746,wishiwashi-solo,61,2,3,water,schooling,"take-down, double-edge, growl, mist, water-gun",45.0,20.0,20.0,25.0,25.0,40.0,175.0,water,,0.2,0.3,7.499999999999998,1.0,1.0
747,mareanie,61,4,80,"poison, water","merciless, limber, regenerator","poison-sting, pin-missile, bite, hydro-pump, surf",50.0,53.0,62.0,43.0,52.0,45.0,305.0,poison,water,0.4,8.0,49.99999999999999,0.8548387096774194,0.8269230769230769
748,toxapex,173,7,145,"poison, water","merciless, limber, regenerator","body-slam, poison-sting, pin-missile, bite, hydro-pump",50.0,63.0,152.0,53.0,142.0,35.0,495.0,poison,water,0.7,14.5,29.59183673469388,0.4144736842105263,0.3732394366197183
749,mudbray,77,10,1100,ground,"own-tempo, stamina, inner-focus","stomp, double-kick, mega-kick, body-slam, take-down",70.0,100.0,70.0,45.0,55.0,45.0,385.0,ground,,1.0,110.0,110.0,1.4285714285714286,0.8181818181818182
750,mudsdale,175,25,9200,ground,"own-tempo, stamina, inner-focus","stomp, double-kick, mega-kick, body-slam, take-down",100.0,125.0,100.0,55.0,85.0,35.0,500.0,ground,,2.5,920.0,147.2,1.25,0.6470588235294118
751,dewpider,54,3,40,"water, bug","water-bubble, water-absorb","headbutt, bite, water-gun, hydro-pump, surf",38.0,40.0,52.0,40.0,72.0,27.0,269.0,water,bug,0.3,4.0,44.44444444444444,0.7692307692307693,0.5555555555555556
752,araquanid,159,18,820,"water, bug","water-bubble, water-absorb","headbutt, body-slam, bite, water-gun, hydro-pump",68.0,70.0,92.0,50.0,132.0,42.0,454.0,water,bug,1.8,82.0,25.30864197530864,0.7608695652173914,0.3787878787878788
753,fomantis,50,3,15,grass,"leaf-guard, contrary","swords-dance, take-down, growth, razor-leaf, solar-beam",40.0,55.0,35.0,50.0,35.0,35.0,250.0,grass,,0.3,1.5,16.666666666666668,1.5714285714285714,1.4285714285714286
754,lurantis,168,9,185,grass,"leaf-guard, contrary","swords-dance, take-down, hyper-beam, growth, razor-leaf",70.0,105.0,90.0,80.0,90.0,45.0,480.0,grass,,0.9,18.5,22.839506172839506,1.1666666666666667,0.8888888888888888
755,morelull,57,2,15,"grass, fairy","illuminate, effect-spore, rain-dish","absorb, mega-drain, leech-seed, growth, solar-beam",40.0,35.0,55.0,65.0,75.0,15.0,285.0,grass,fairy,0.2,1.5,37.49999999999999,0.6363636363636364,0.8666666666666667
756,shiinotic,142,10,115,"grass, fairy","illuminate, effect-spore, rain-dish","hyper-beam, absorb, mega-drain, solar-beam, sleep-powder",60.0,45.0,80.0,90.0,100.0,30.0,405.0,grass,fairy,1.0,11.5,11.5,0.5625,0.9
757,salandit,64,6,48,"poison, fire","corrosion, oblivious","double-slap, scratch, sand-attack, take-down, ember",48.0,44.0,40.0,71.0,40.0,77.0,320.0,poison,fire,0.6,4.8,13.333333333333334,1.1,1.775
758,salazzle,168,12,222,"poison, fire","corrosion, oblivious","pound, double-slap, scratch, body-slam, take-down",68.0,64.0,60.0,111.0,60.0,117.0,480.0,poison,fire,1.2,22.2,15.416666666666666,1.0666666666666667,1.85
759,stufful,68,5,68,"normal, fighting","fluffy, klutz, cute-charm","mega-punch, ice-punch, thunder-punch, swords-dance, bind",70.0,75.0,50.0,45.0,50.0,50.0,340.0,normal,fighting,0.5,6.8,27.2,1.5,0.9
760,bewear,175,21,1350,"normal, fighting","fluffy, klutz, unnerve","mega-punch, ice-punch, thunder-punch, swords-dance, bind",120.0,125.0,80.0,55.0,60.0,60.0,500.0,normal,fighting,2.1,135.0,30.612244897959183,1.5625,0.9166666666666666
761,bounsweet,42,3,32,grass,"leaf-guard, oblivious, sweet-veil","take-down, razor-leaf, solar-beam, toxic, double-team",42.0,30.0,38.0,30.0,38.0,32.0,210.0,grass,,0.3,3.2,35.55555555555556,0.7894736842105263,0.7894736842105263
762,steenee,102,7,82,grass,"leaf-guard, oblivious, sweet-veil","double-slap, stomp, take-down, razor-leaf, solar-beam",52.0,40.0,48.0,40.0,48.0,62.0,290.0,grass,,0.7,8.2,16.73469387755102,0.8333333333333334,0.8333333333333334
763,tsareena,230,12,214,grass,"leaf-guard, queenly-majesty, sweet-veil","double-slap, stomp, mega-kick, take-down, hyper-beam",72.0,120.0,98.0,50.0,98.0,72.0,510.0,grass,,1.2,21.4,14.86111111111111,1.2244897959183674,0.5102040816326531
764,comfey,170,1,3,fairy,"flower-veil, triage, natural-cure","bind, vine-whip, wrap, hyper-beam, leech-seed",51.0,52.0,90.0,82.0,110.0,100.0,485.0,fairy,,0.1,0.3,29.999999999999993,0.5777777777777777,0.7454545454545455
765,oranguru,172,15,760,"normal, psychic","inner-focus, telepathy, symbiosis","mega-punch, mega-kick, body-slam, take-down, psybeam",90.0,60.0,80.0,90.0,110.0,60.0,490.0,normal,psychic,1.5,76.0,33.77777777777778,0.75,0.8181818181818182
766,passimian,172,20,828,fighting,"receiver, defiant","mega-punch, mega-kick, tackle, body-slam, take-down",100.0,120.0,90.0,40.0,60.0,80.0,490.0,fighting,,2.0,82.8,20.7,1.3333333333333333,0.6666666666666666
767,wimpod,46,5,120,"bug, water",wimp-out,"sand-attack, surf, toxic, screech, double-team",25.0,35.0,40.0,20.0,30.0,80.0,230.0,bug,water,0.5,12.0,48.0,0.875,0.6666666666666666
768,golisopod,186,20,1080,"bug, water",emergency-exit,"swords-dance, sand-attack, pin-missile, surf, ice-beam",75.0,125.0,140.0,60.0,90.0,40.0,530.0,bug,water,2.0,108.0,27.0,0.8928571428571429,0.6666666666666666
769,sandygast,64,5,700,"ghost, ground","water-compaction, sand-veil","sand-attack, absorb, mega-drain, earthquake, toxic",55.0,55.0,80.0,70.0,45.0,15.0,320.0,ghost,ground,0.5,70.0,280.0,0.6875,1.5555555555555556
770,palossand,168,13,2500,"ghost, ground","water-compaction, sand-veil","sand-attack, body-slam, hyper-beam, absorb, mega-drain",85.0,75.0,110.0,100.0,75.0,35.0,480.0,ghost,ground,1.3,250.0,147.92899408284023,0.6818181818181818,1.3333333333333333
771,pyukumuku,144,3,12,water,"innards-out, unaware","counter, toxic, screech, double-team, recover",55.0,60.0,130.0,30.0,130.0,5.0,410.0,water,,0.3,1.2,13.333333333333334,0.46153846153846156,0.23076923076923078
772,type-null,107,19,1205,normal,battle-armor,"razor-wind, swords-dance, tackle, take-down, double-edge",95.0,95.0,95.0,95.0,95.0,59.0,534.0,normal,,1.9,120.5,33.37950138504155,1.0,1.0
773,silvally-normal,257,23,1005,normal,rks-system,"razor-wind, swords-dance, tackle, take-down, double-edge",95.0,95.0,95.0,95.0,95.0,95.0,570.0,normal,,2.3,100.5,18.99810964083176,1.0,1.0
774,minior-red-meteor,154,3,400,"rock, flying",shields-down,"tackle, take-down, double-edge, hyper-beam, solar-beam",60.0,60.0,100.0,60.0,100.0,60.0,440.0,rock,flying,0.3,40.0,444.44444444444446,0.6,0.6
775,komala,168,4,199,normal,comatose,"swords-dance, slam, body-slam, take-down, thrash",65.0,115.0,65.0,75.0,95.0,65.0,480.0,normal,,0.4,19.9,124.37499999999997,1.7692307692307692,0.7894736842105263
776,turtonator,170,20,2120,"fire, dragon",shell-armor,"mega-punch, mega-kick, tackle, body-slam, roar",60.0,78.0,135.0,91.0,85.0,36.0,485.0,fire,dragon,2.0,212.0,53.0,0.5777777777777777,1.0705882352941176
777,togedemaru,152,3,33,"electric, steel","iron-barbs, lightning-rod, sturdy","tackle, twineedle, pin-missile, hyper-beam, thunder-shock",65.0,98.0,63.0,40.0,73.0,96.0,435.0,electric,steel,0.3,3.3,36.666666666666664,1.5555555555555556,0.547945205479452
778,mimikyu-disguised,167,2,7,"ghost, fairy",disguise,"scratch, swords-dance, take-down, hyper-beam, thunderbolt",55.0,90.0,80.0,50.0,105.0,96.0,476.0,ghost,fairy,0.2,0.7,17.499999999999996,1.125,0.47619047619047616
779,bruxish,166,9,190,"water, psychic","dazzling, strong-jaw, wonder-skin","swords-dance, take-down, bite, disable, water-gun",68.0,105.0,70.0,70.0,70.0,92.0,475.0,water,psychic,0.9,19.0,23.456790123456788,1.5,1.0
780,drampa,170,30,1850,"normal, dragon","berserk, sap-sipper, cloud-nine","razor-wind, fly, roar, flamethrower, mist",78.0,60.0,85.0,135.0,91.0,36.0,485.0,normal,dragon,3.0,185.0,20.555555555555557,0.7058823529411765,1.4835164835164836
781,dhelmise,181,39,2100,"ghost, grass",steelworker,"swords-dance, slam, wrap, hydro-pump, surf",70.0,131.0,100.0,86.0,90.0,40.0,517.0,ghost,grass,3.9,210.0,13.806706114398423,1.31,0.9555555555555556
782,jangmo-o,60,6,297,dragon,"bulletproof, soundproof, overcoat","swords-dance, headbutt, tackle, body-slam, take-down",45.0,55.0,65.0,45.0,45.0,45.0,300.0,dragon,,0.6,29.7,82.5,0.8461538461538461,1.0
783,hakamo-o,147,12,470,"dragon, fighting","bulletproof, soundproof, overcoat","mega-punch, swords-dance, mega-kick, headbutt, tackle",55.0,75.0,90.0,65.0,70.0,65.0,420.0,dragon,fighting,1.2,47.0,32.63888888888889,0.8333333333333334,0.9285714285714286
784,kommo-o,270,16,782,"dragon, fighting","bulletproof, soundproof, overcoat","mega-punch, fire-punch, ice-punch, thunder-punch, swords-dance",75.0,110.0,125.0,100.0,105.0,85.0,600.0,dragon,fighting,1.6,78.2,30.546874999999996,0.88,0.9523809523809523
785,tapu-koko,257,18,205,"electric, fairy","electric-surge, telepathy","thunder-punch, fly, roar, hyper-beam, thunder-shock",70.0,115.0,85.0,95.0,75.0,130.0,570.0,electric,fairy,1.8,20.5,6.32716049382716,1.3529411764705883,1.2666666666666666
786,tapu-lele,257,12,186,"psychic, fairy","psychic-surge, telepathy","psybeam, hyper-beam, thunderbolt, thunder, toxic",70.0,85.0,75.0,130.0,115.0,95.0,570.0,psychic,fairy,1.2,18.6,12.916666666666668,1.1333333333333333,1.1304347826086956
787,tapu-bulu,257,19,455,"grass, fairy","grassy-surge, telepathy","mega-punch, swords-dance, whirlwind, horn-attack, roar",70.0,130.0,115.0,85.0,95.0,75.0,570.0,grass,fairy,1.9,45.5,12.603878116343491,1.1304347826086956,0.8947368421052632
788,tapu-fini,257,13,212,"water, fairy","misty-surge, telepathy","ice-punch, mist, water-gun, hydro-pump, surf",70.0,75.0,115.0,95.0,130.0,85.0,570.0,water,fairy,1.3,21.2,12.54437869822485,0.6521739130434783,0.7307692307692307
789,cosmog,40,2,1,psychic,unaware,"teleport, splash",43.0,29.0,31.0,29.0,31.0,37.0,200.0,psychic,,0.2,0.1,2.4999999999999996,0.9354838709677419,0.9354838709677419
790,cosmoem,140,1,9999,psychic,sturdy,"teleport, cosmic-power",43.0,29.0,131.0,29.0,131.0,37.0,400.0,psychic,,0.1,999.9,99989.99999999999,0.22137404580152673,0.22137404580152673
791,solgaleo,306,34,2300,"psychic, steel",full-metal-body,"body-slam, take-down, double-edge, roar, flamethrower",137.0,137.0,107.0,113.0,89.0,97.0,680.0,psychic,steel,3.4,230.0,19.8961937716263,1.280373831775701,1.2696629213483146
792,lunala,306,40,1200,"psychic, ghost",shadow-shield,"fly, roar, ice-beam, blizzard, hyper-beam",137.0,113.0,89.0,137.0,107.0,97.0,680.0,psychic,ghost,4.0,120.0,7.5,1.2696629213483146,1.280373831775701
793,nihilego,257,12,555,"rock, poison",beast-boost,"pound, bind, headbutt, body-slam, wrap",109.0,53.0,47.0,127.0,131.0,103.0,570.0,rock,poison,1.2,55.5,38.54166666666667,1.127659574468085,0.9694656488549618
794,buzzwole,257,24,3336,"bug, fighting",beast-boost,"comet-punch, mega-punch, ice-punch, thunder-punch, body-slam",107.0,139.0,139.0,53.0,53.0,79.0,570.0,bug,fighting,2.4,333.6,57.91666666666667,1.0,1.0
795,pheromosa,257,18,250,"bug, fighting",beast-boost,"stomp, double-kick, jump-kick, leer, ice-beam",71.0,137.0,37.0,137.0,37.0,151.0,570.0,bug,fighting,1.8,25.0,7.716049382716049,3.7027027027027026,3.7027027027027026
796,xurkitree,257,38,1000,electric,beast-boost,"thunder-punch, bind, wrap, hyper-beam, solar-beam",83.0,89.0,71.0,173.0,71.0,83.0,570.0,electric,,3.8,100.0,6.9252077562326875,1.2535211267605635,2.436619718309859
